time,val
-418080000,0.348
-418020000,0.358
-417960000,0.264
-417900000,0.264
-417840000,0.242
-417780000,0.262
-417720000,0.242
-417660000,0.26
-417600000,0.242
-417540000,0.26
-417480000,0.244
-417420000,0.264
-417360000,0.244
-417300000,0.262
-417240000,0.244
-417180000,0.264
-417120000,0.244
-417060000,0.27
-417000000,0.342
-416940000,0.35
-416880000,0.33
-416820000,0.35
-416760000,0.328
-416700000,0.346
-416640000,0.414
-416580000,0.42
-416520000,0.402
-416460000,0.45
-416400000,0.516
-416340000,0.524
-416280000,0.52
-416220000,0.5
-416160000,0.45
-416100000,0.422
-416040000,0.438
-415980000,0.416
-415920000,0.432
-415860000,0.414
-415800000,0.43
-415740000,0.408
-415680000,0.404
-415620000,0.316
-415560000,0.29
-415500000,0.248
-415440000,0.266
-415380000,0.242
-415320000,0.262
-415260000,0.24
-415200000,0.26
-415140000,0.242
-415080000,0.26
-415020000,0.242
-414960000,0.262
-414900000,0.242
-414840000,0.262
-414780000,0.244
-414720000,0.262
-414660000,0.246
-414600000,0.27
-414540000,0.26
-414480000,0.26
-414420000,0.268
-414360000,0.25
-414300000,0.264
-414240000,0.244
-414180000,0.262
-414120000,0.29
-414060000,0.412
-414000000,0.422
-413940000,0.44
-413880000,0.42
-413820000,0.438
-413760000,0.418
-413700000,0.438
-413640000,0.42
-413580000,0.416
-413520000,0.342
-413460000,0.362
-413400000,0.342
-413340000,0.316
-413280000,0.24
-413220000,0.258
-413160000,0.24
-413100000,0.258
-413040000,0.24
-412980000,0.26
-412920000,0.242
-412860000,0.264
-412800000,0.246
-412740000,0.266
-412680000,0.256
-412620000,0.252
-412560000,0.264
-412500000,0.246
-412440000,0.266
-412380000,0.244
-412320000,0.258
-412260000,0.24
-412200000,0.256
-412140000,0.236
-412080000,0.256
-412020000,0.238
-411960000,0.26
-411900000,0.244
-411840000,0.264
-411780000,0.316
-411720000,0.374
-411660000,0.35
-411600000,0.368
-411540000,0.34
-411480000,0.356
-411420000,0.336
-411360000,0.422
-411300000,0.408
-411240000,0.426
-411180000,0.408
-411120000,0.424
-411060000,0.406
-411000000,0.358
-410940000,0.316
-410880000,0.308
-410820000,0.264
-410760000,0.248
-410700000,0.264
-410640000,0.242
-410580000,0.26
-410520000,0.24
-410460000,0.26
-410400000,0.24
-410340000,0.26
-410280000,0.244
-410220000,0.264
-410160000,0.246
-410100000,0.264
-410040000,0.244
-409980000,0.262
-409920000,0.244
-409860000,0.264
-409800000,0.244
-409740000,0.262
-409680000,0.242
-409620000,0.262
-409560000,0.244
-409500000,0.262
-409440000,0.37
-409380000,0.372
-409320000,0.348
-409260000,0.366
-409200000,0.346
-409140000,0.364
-409080000,0.348
-409020000,0.352
-408960000,0.354
-408900000,0.402
-408840000,0.436
-408780000,0.416
-408720000,0.434
-408660000,0.408
-408600000,0.418
-408540000,0.4
-408480000,0.42
-408420000,0.4
-408360000,0.418
-408300000,0.396
-408240000,0.412
-408180000,0.354
-408120000,0.338
-408060000,0.318
-408000000,0.336
-407940000,0.32
-407880000,0.34
-407820000,0.32
-407760000,0.338
-407700000,0.316
-407640000,0.328
-407580000,0.31
-407520000,0.428
-407460000,1.484
-407400000,5.244
-407340000,4.856
-407280000,4.862
-407220000,2.636
-407160000,1.344
-407100000,1.402
-407040000,1.396
-406980000,2.35
-406920000,2.516
-406860000,1.234
-406800000,1.31
-406740000,1.372
-406680000,1.37
-406620000,0.782
-406560000,0.784
-406500000,0.764
-406440000,0.772
-406380000,0.658
-406320000,0.566
-406260000,0.652
-406200000,0.634
-406140000,0.636
-406080000,0.636
-406020000,0.638
-405960000,0.634
-405900000,0.634
-405840000,0.628
-405780000,0.646
-405720000,0.584
-405660000,0.582
-405600000,0.576
-405540000,0.566
-405480000,0.562
-405420000,0.572
-405360000,0.564
-405300000,0.578
-405240000,0.588
-405180000,0.592
-405120000,0.582
-405060000,0.614
-405000000,0.648
-404940000,0.648
-404880000,1.3
-404820000,1.976
-404760000,1.922
-404700000,1.648
-404640000,2.586
-404580000,3.068
-404520000,3.05
-404460000,3.032
-404400000,3.052
-404340000,3.21
-404280000,3.194
-404220000,3.104
-404160000,3.288
-404100000,3.284
-404040000,3.408
-403980000,3.594
-403920000,3.518
-403860000,2.99
-403800000,3.278
-403740000,4.034
-403680000,3.022
-403620000,2.924
-403560000,3.074
-403500000,2.92
-403440000,2.876
-403380000,2.884
-403320000,2.85
-403260000,2.83
-403200000,2.808
-403140000,2.724
-403080000,2.914
-403020000,3.108
-402960000,3.138
-402900000,3.084
-402840000,1.932
-402780000,2.306
-402720000,3.962
-402660000,3.948
-402600000,4.214
-402540000,4.32
-402480000,4.308
-402420000,4.266
-402360000,4.348
-402300000,4.352
-402240000,4.358
-402180000,4.372
-402120000,4.286
-402060000,3.848
-402000000,1.96
-401940000,1.976
-401880000,2.508
-401820000,1.936
-401760000,1.864
-401700000,1.816
-401640000,1.848
-401580000,1.898
-401520000,2.02
-401460000,1.872
-401400000,1.834
-401340000,1.796
-401280000,1.828
-401220000,1.58
-401160000,1.566
-401100000,1.408
-401040000,1.818
-400980000,1.724
-400920000,1.648
-400860000,1.726
-400800000,1.73
-400740000,3.864
-400680000,3.94
-400620000,4.04
-400560000,5.808
-400500000,5.354
-400440000,5.47
-400380000,5.536
-400320000,6.662
-400260000,7.828
-400200000,7.84
-400140000,7.818
-400080000,7.816
-400020000,6.498
-399960000,5.768
-399900000,5.774
-399840000,6.964
-399780000,7.746
-399720000,6.78
-399660000,5.814
-399600000,4.978
-399540000,5.024
-399480000,5.994
-399420000,5.828
-399360000,5.68
-399300000,5.494
-399240000,4.674
-399180000,5.698
-399120000,5.668
-399060000,3.542
-399000000,2.944
-398940000,3.492
-398880000,2.944
-398820000,2.064
-398760000,2.514
-398700000,2.242
-398640000,1.492
-398580000,2.642
-398520000,2.53
-398460000,1.77
-398400000,2.642
-398340000,2.732
-398280000,1.112
-398220000,2.3
-398160000,1.864
-398100000,2.018
-398040000,1.182
-397980000,2.494
-397920000,1.412
-397860000,0.676
-397800000,0.848
-397740000,0.546
-397680000,0.506
-397620000,0.55
-397560000,0.514
-397500000,0.54
-397440000,0.514
-397380000,0.524
-397320000,0.428
-397260000,0.33
-397200000,0.35
-397140000,0.268
-397080000,0.246
-397020000,0.226
-396960000,0.252
-396900000,0.232
-396840000,0.25
-396780000,0.23
-396720000,0.244
-396660000,0.228
-396600000,0.25
-396540000,0.238
-396480000,0.302
-396420000,0.32
-396360000,0.302
-396300000,0.326
-396240000,0.308
-396180000,0.326
-396120000,0.302
-396060000,0.316
-396000000,0.298
-395940000,0.308
-395880000,0.222
-395820000,0.244
-395760000,0.23
-395700000,0.324
-395640000,0.332
-395580000,0.344
-395520000,0.324
-395460000,0.34
-395400000,0.316
-395340000,0.332
-395280000,0.312
-395220000,0.33
-395160000,0.316
-395100000,0.334
-395040000,0.316
-394980000,0.338
-394920000,0.32
-394860000,0.302
-394800000,0.222
-394740000,0.242
-394680000,0.234
-394620000,0.23
-394560000,0.244
-394500000,0.224
-394440000,0.244
-394380000,0.224
-394320000,0.244
-394260000,0.226
-394200000,0.244
-394140000,0.316
-394080000,0.41
-394020000,0.392
-393960000,0.408
-393900000,0.39
-393840000,0.41
-393780000,0.386
-393720000,0.598
-393660000,0.58
-393600000,0.546
-393540000,0.51
-393480000,0.524
-393420000,0.56
-393360000,0.63
-393300000,0.612
-393240000,0.422
-393180000,1.492
-393120000,1.224
-393060000,0.566
-393000000,0.566
-392940000,0.586
-392880000,0.566
-392820000,0.584
-392760000,0.566
-392700000,0.56
-392640000,0.55
-392580000,0.458
-392520000,0.394
-392460000,0.392
-392400000,0.4
-392340000,1.476
-392280000,2.41
-392220000,1.942
-392160000,2.452
-392100000,1.93
-392040000,3.734
-391980000,4.602
-391920000,4.698
-391860000,4.702
-391800000,4.702
-391740000,4.66
-391680000,4.618
-391620000,4.668
-391560000,4.542
-391500000,1.696
-391440000,1.872
-391380000,2.404
-391320000,2.226
-391260000,1.246
-391200000,2.412
-391140000,1.852
-391080000,1.808
-391020000,2.564
-390960000,1.558
-390900000,2.158
-390840000,2.308
-390780000,1.364
-390720000,2.56
-390660000,1.798
-390600000,1.95
-390540000,2.4
-390480000,1.596
-390420000,2.692
-390360000,1.838
-390300000,2.25
-390240000,2.072
-390180000,1.488
-390120000,2.392
-390060000,1.342
-390000000,2.088
-389940000,1.644
-389880000,1.78
-389820000,1.876
-389760000,1.536
-389700000,2.38
-389640000,1.268
-389580000,2.162
-389520000,1.766
-389460000,1.828
-389400000,2.162
-389340000,1.436
-389280000,2.484
-389220000,1.368
-389160000,2.216
-389100000,1.636
-389040000,1.848
-388980000,1.894
-388920000,1.492
-388860000,1.516
-388800000,2.302
-388740000,1.11
-388680000,2.488
-388620000,1.324
-388560000,2.056
-388500000,1.438
-388440000,0.61
-388380000,0.566
-388320000,0.606
-388260000,0.578
-388200000,0.586
-388140000,0.572
-388080000,0.586
-388020000,0.484
-387960000,0.296
-387900000,0.314
-387840000,0.29
-387780000,0.308
-387720000,0.288
-387660000,0.304
-387600000,0.284
-387540000,0.302
-387480000,0.282
-387420000,0.302
-387360000,0.282
-387300000,0.3
-387240000,0.284
-387180000,0.382
-387120000,0.378
-387060000,0.362
-387000000,0.38
-386940000,0.352
-386880000,0.368
-386820000,0.34
-386760000,0.294
-386700000,0.252
-386640000,0.22
-386580000,0.202
-386520000,0.284
-386460000,0.314
-386400000,0.33
-386340000,0.308
-386280000,0.33
-386220000,0.314
-386160000,0.332
-386100000,0.304
-386040000,0.32
-385980000,0.3
-385920000,0.32
-385860000,0.3
-385800000,0.32
-385740000,0.3
-385680000,0.246
-385620000,0.204
-385560000,0.224
-385500000,0.206
-385440000,0.224
-385380000,0.216
-385320000,0.224
-385260000,0.232
-385200000,0.204
-385140000,0.224
-385080000,0.206
-385020000,0.224
-384960000,0.204
-384900000,0.224
-384840000,0.25
-384780000,0.3
-384720000,0.28
-384660000,0.298
-384600000,0.278
-384540000,0.296
-384480000,0.278
-384420000,0.498
-384360000,0.484
-384300000,0.436
-384240000,0.43
-384180000,0.534
-384120000,0.526
-384060000,0.53
-384000000,0.518
-383940000,0.326
-383880000,0.322
-383820000,0.308
-383760000,0.322
-383700000,0.302
-383640000,0.318
-383580000,0.304
-383520000,0.326
-383460000,0.306
-383400000,0.284
-383340000,0.204
-383280000,0.222
-383220000,0.202
-383160000,0.22
-383100000,0.202
-383040000,0.222
-382980000,0.202
-382920000,0.222
-382860000,0.202
-382800000,0.222
-382740000,0.204
-382680000,0.224
-382620000,0.208
-382560000,0.23
-382500000,0.208
-382440000,0.268
-382380000,0.28
-382320000,0.3
-382260000,0.282
-382200000,0.304
-382140000,0.294
-382080000,0.296
-382020000,0.3
-381960000,0.282
-381900000,0.358
-381840000,0.318
-381780000,0.334
-381720000,0.318
-381660000,0.338
-381600000,0.316
-381540000,0.334
-381480000,0.314
-381420000,0.326
-381360000,0.308
-381300000,0.324
-381240000,0.344
-381180000,0.408
-381120000,0.372
-381060000,0.314
-381000000,0.294
-380940000,0.314
-380880000,0.298
-380820000,0.322
-380760000,0.302
-380700000,0.32
-380640000,0.3
-380580000,0.318
-380520000,0.298
-380460000,0.316
-380400000,0.29
-380340000,0.308
-380280000,0.296
-380220000,0.296
-380160000,0.306
-380100000,0.286
-380040000,0.304
-379980000,0.37
-379920000,0.388
-379860000,0.368
-379800000,0.388
-379740000,0.334
-379680000,0.312
-379620000,0.372
-379560000,0.422
-379500000,0.376
-379440000,0.336
-379380000,0.314
-379320000,0.332
-379260000,0.308
-379200000,0.326
-379140000,0.306
-379080000,0.326
-379020000,0.312
-378960000,0.334
-378900000,0.312
-378840000,0.334
-378780000,0.238
-378720000,0.236
-378660000,0.216
-378600000,0.228
-378540000,0.21
-378480000,0.23
-378420000,0.224
-378360000,0.218
-378300000,0.232
-378240000,0.212
-378180000,0.232
-378120000,0.218
-378060000,0.236
-378000000,0.216
-377940000,0.234
-377880000,0.216
-377820000,0.236
-377760000,0.21
-377700000,0.228
-377640000,0.21
-377580000,0.284
-377520000,0.286
-377460000,0.308
-377400000,0.29
-377340000,0.354
-377280000,0.39
-377220000,0.408
-377160000,0.384
-377100000,0.394
-377040000,0.312
-376980000,0.314
-376920000,0.29
-376860000,0.308
-376800000,0.288
-376740000,0.306
-376680000,0.29
-376620000,0.304
-376560000,0.304
-376500000,0.256
-376440000,0.212
-376380000,0.196
-376320000,0.22
-376260000,0.2
-376200000,0.22
-376140000,0.2
-376080000,0.218
-376020000,0.198
-375960000,0.212
-375900000,0.194
-375840000,0.214
-375780000,0.196
-375720000,0.218
-375660000,0.202
-375600000,0.216
-375540000,0.198
-375480000,0.222
-375420000,0.208
-375360000,0.23
-375300000,0.21
-375240000,0.23
-375180000,0.252
-375120000,0.406
-375060000,0.39
-375000000,0.522
-374940000,0.426
-374880000,0.398
-374820000,0.388
-374760000,0.74
-374700000,1.53
-374640000,1.494
-374580000,1.44
-374520000,1.406
-374460000,1.432
-374400000,1.438
-374340000,1.436
-374280000,1.404
-374220000,1.422
-374160000,1.314
-374100000,1.326
-374040000,1.298
-373980000,1.302
-373920000,1.292
-373860000,1.316
-373800000,1.296
-373740000,1.314
-373680000,1.364
-373620000,1.402
-373560000,1.386
-373500000,1.41
-373440000,1.374
-373380000,1.392
-373320000,1.376
-373260000,1.4
-373200000,1.37
-373140000,1.378
-373080000,1.35
-373020000,1.374
-372960000,1.368
-372900000,1.362
-372840000,1.37
-372780000,1.35
-372720000,1.462
-372660000,1.532
-372600000,1.558
-372540000,1.552
-372480000,1.572
-372420000,1.548
-372360000,1.57
-372300000,1.546
-372240000,1.538
-372180000,1.45
-372120000,1.416
-372060000,1.376
-372000000,1.394
-371940000,1.38
-371880000,1.32
-371820000,1.294
-371760000,1.36
-371700000,1.294
-371640000,1.376
-371580000,1.354
-371520000,1.324
-371460000,1.306
-371400000,1.31
-371340000,1.29
-371280000,1.306
-371220000,1.27
-371160000,1.298
-371100000,1.28
-371040000,1.276
-370980000,1.302
-370920000,1.292
-370860000,1.306
-370800000,1.282
-370740000,1.284
-370680000,1.268
-370620000,1.292
-370560000,1.274
-370500000,1.292
-370440000,1.314
-370380000,1.384
-370320000,1.358
-370260000,1.374
-370200000,1.394
-370140000,1.426
-370080000,1.424
-370020000,1.552
-369960000,1.544
-369900000,1.55
-369840000,1.53
-369780000,1.54
-369720000,1.512
-369660000,1.504
-369600000,1.53
-369540000,1.692
-369480000,1.448
-369420000,1.504
-369360000,1.622
-369300000,1.612
-369240000,1.446
-369180000,1.432
-369120000,1.446
-369060000,1.422
-369000000,1.436
-368940000,1.562
-368880000,1.56
-368820000,1.692
-368760000,1.988
-368700000,2.274
-368640000,2.292
-368580000,2.268
-368520000,2.294
-368460000,2.264
-368400000,2.276
-368340000,2.258
-368280000,2.276
-368220000,2.264
-368160000,2.332
-368100000,2.276
-368040000,2.112
-367980000,2.1
-367920000,2.146
-367860000,2.09
-367800000,3.036
-367740000,3.588
-367680000,3.704
-367620000,3.628
-367560000,3.628
-367500000,3.624
-367440000,3.726
-367380000,3.762
-367320000,3.996
-367260000,3.798
-367200000,3.904
-367140000,3.85
-367080000,2.36
-367020000,2.306
-366960000,2.292
-366900000,2.322
-366840000,2.352
-366780000,2.448
-366720000,2.502
-366660000,2.368
-366600000,2.542
-366540000,2.814
-366480000,2.822
-366420000,2.918
-366360000,2.638
-366300000,2.744
-366240000,2.734
-366180000,2.764
-366120000,2.656
-366060000,2.694
-366000000,3.696
-365940000,2.948
-365880000,2.654
-365820000,2.364
-365760000,2.248
-365700000,2.068
-365640000,1.612
-365580000,1.988
-365520000,1.872
-365460000,1.818
-365400000,1.842
-365340000,2.242
-365280000,2.294
-365220000,2.282
-365160000,2.138
-365100000,2.126
-365040000,2.112
-364980000,2.034
-364920000,2.04
-364860000,2.004
-364800000,2.088
-364740000,2.11
-364680000,1.944
-364620000,1.92
-364560000,1.928
-364500000,1.93
-364440000,1.906
-364380000,1.802
-364320000,1.824
-364260000,1.844
-364200000,1.85
-364140000,1.836
-364080000,1.854
-364020000,1.828
-363960000,1.848
-363900000,1.836
-363840000,1.854
-363780000,1.854
-363720000,1.834
-363660000,1.886
-363600000,1.862
-363540000,1.986
-363480000,1.97
-363420000,1.97
-363360000,1.952
-363300000,1.99
-363240000,2.046
-363180000,1.956
-363120000,1.842
-363060000,2.38
-363000000,2.072
-362940000,2.054
-362880000,1.548
-362820000,1.476
-362760000,1.356
-362700000,1.398
-362640000,1.354
-362580000,1.374
-362520000,1.362
-362460000,1.35
-362400000,1.338
-362340000,1.34
-362280000,1.368
-362220000,2.048
-362160000,2.41
-362100000,2.218
-362040000,2.36
-361980000,2.364
-361920000,2.36
-361860000,2.37
-361800000,2.38
-361740000,2.356
-361680000,2.354
-361620000,2.364
-361560000,2.368
-361500000,2.364
-361440000,2.362
-361380000,2.374
-361320000,2.372
-361260000,2.486
-361200000,2.498
-361140000,1.888
-361080000,1.544
-361020000,1.528
-360960000,1.488
-360900000,1.336
-360840000,1.34
-360780000,1.344
-360720000,1.332
-360660000,1.336
-360600000,1.342
-360540000,1.34
-360480000,1.344
-360420000,1.416
-360360000,1.42
-360300000,1.28
-360240000,1.278
-360180000,1.688
-360120000,1.948
-360060000,1.984
-360000000,2.324
-359940000,2.122
-359880000,1.904
-359820000,2.144
-359760000,2.166
-359700000,2.004
-359640000,1.898
-359580000,1.626
-359520000,1.784
-359460000,3.466
-359400000,2.922
-359340000,3.324
-359280000,2.51
-359220000,2.714
-359160000,2.788
-359100000,3.366
-359040000,3.532
-358980000,4.144
-358920000,4.142
-358860000,4.186
-358800000,5.342
-358740000,5.586
-358680000,4.166
-358620000,4.216
-358560000,3.266
-358500000,4.258
-358440000,5.15
-358380000,4.038
-358320000,2.76
-358260000,4.412
-358200000,4.126
-358140000,3.322
-358080000,3.356
-358020000,3.838
-357960000,3.182
-357900000,3.54
-357840000,2.078
-357780000,2.49
-357720000,2.764
-357660000,1.798
-357600000,3.004
-357540000,2.17
-357480000,2.412
-357420000,2.75
-357360000,1.834
-357300000,2.936
-357240000,1.992
-357180000,2.42
-357120000,2.51
-357060000,1.904
-357000000,2.92
-356940000,1.724
-356880000,2.686
-356820000,2.182
-356760000,2.214
-356700000,2.712
-356640000,1.848
-356580000,2.986
-356520000,1.958
-356460000,2.508
-356400000,2.41
-356340000,2.044
-356280000,2.844
-356220000,1.71
-356160000,2.792
-356100000,1.992
-356040000,2.43
-355980000,2.354
-355920000,2.036
-355860000,2.736
-355800000,1.6
-355740000,2.712
-355680000,1.928
-355620000,2.3
-355560000,2.368
-355500000,1.818
-355440000,2.796
-355380000,1.906
-355320000,2.436
-355260000,2.472
-355200000,1.812
-355140000,2.582
-355080000,1.096
-355020000,1.304
-354960000,2.144
-354900000,2.3
-354840000,2.33
-354780000,0.804
-354720000,1.52
-354660000,1.976
-354600000,2.774
-354540000,0.964
-354480000,0.828
-354420000,0.838
-354360000,0.932
-354300000,0.888
-354240000,0.916
-354180000,0.884
-354120000,0.914
-354060000,0.734
-354000000,0.704
-353940000,0.728
-353880000,0.72
-353820000,0.716
-353760000,0.722
-353700000,0.698
-353640000,0.72
-353580000,0.664
-353520000,0.628
-353460000,0.616
-353400000,0.628
-353340000,0.606
-353280000,0.622
-353220000,0.604
-353160000,0.616
-353100000,0.602
-353040000,0.616
-352980000,0.632
-352920000,0.7
-352860000,0.882
-352800000,1.932
-352740000,1.446
-352680000,1.346
-352620000,0.968
-352560000,0.986
-352500000,0.964
-352440000,1.012
-352380000,0.994
-352320000,0.988
-352260000,0.97
-352200000,1.102
-352140000,0.766
-352080000,0.81
-352020000,0.802
-351960000,0.794
-351900000,0.806
-351840000,0.786
-351780000,0.804
-351720000,0.884
-351660000,0.884
-351600000,0.866
-351540000,0.882
-351480000,0.86
-351420000,0.858
-351360000,0.826
-351300000,0.81
-351240000,0.714
-351180000,0.736
-351120000,0.716
-351060000,0.734
-351000000,0.714
-350940000,0.728
-350880000,0.706
-350820000,0.724
-350760000,0.698
-350700000,0.752
-350640000,0.768
-350580000,0.618
-350520000,0.584
-350460000,0.718
-350400000,0.716
-350340000,0.714
-350280000,0.714
-350220000,0.686
-350160000,0.65
-350100000,0.602
-350040000,0.524
-349980000,0.376
-349920000,0.396
-349860000,0.372
-349800000,0.48
-349740000,0.484
-349680000,0.498
-349620000,0.478
-349560000,0.494
-349500000,0.478
-349440000,0.494
-349380000,0.476
-349320000,0.498
-349260000,0.458
-349200000,0.478
-349140000,0.456
-349080000,0.468
-349020000,0.45
-348960000,0.39
-348900000,0.354
-348840000,0.372
-348780000,0.362
-348720000,0.362
-348660000,0.372
-348600000,0.354
-348540000,0.372
-348480000,0.354
-348420000,0.398
-348360000,0.434
-348300000,0.454
-348240000,0.386
-348180000,0.392
-348120000,0.37
-348060000,0.386
-348000000,0.366
-347940000,0.386
-347880000,0.368
-347820000,0.34
-347760000,0.324
-347700000,0.382
-347640000,0.298
-347580000,0.314
-347520000,0.338
-347460000,0.428
-347400000,0.406
-347340000,0.422
-347280000,0.4
-347220000,0.418
-347160000,0.398
-347100000,0.414
-347040000,0.396
-346980000,0.416
-346920000,0.408
-346860000,0.4
-346800000,0.414
-346740000,0.396
-346680000,0.368
-346620000,0.298
-346560000,0.318
-346500000,0.3
-346440000,0.318
-346380000,0.3
-346320000,0.32
-346260000,0.302
-346200000,0.312
-346140000,0.292
-346080000,0.366
-346020000,0.372
-345960000,0.394
-345900000,0.376
-345840000,0.392
-345780000,0.374
-345720000,0.576
-345660000,0.56
-345600000,0.574
-345540000,0.448
-345480000,0.824
-345420000,0.958
-345360000,0.974
-345300000,0.958
-345240000,0.976
-345180000,1.07
-345120000,1.076
-345060000,1.06
-345000000,0.898
-344940000,0.968
-344880000,1.052
-344820000,0.952
-344760000,0.416
-344700000,0.526
-344640000,0.406
-344580000,0.426
-344520000,0.408
-344460000,0.36
-344400000,0.278
-344340000,0.228
-344280000,0.208
-344220000,0.26
-344160000,0.292
-344100000,0.312
-344040000,0.294
-343980000,0.314
-343920000,0.296
-343860000,0.316
-343800000,0.298
-343740000,0.388
-343680000,0.372
-343620000,0.39
-343560000,0.372
-343500000,0.39
-343440000,0.368
-343380000,0.382
-343320000,0.368
-343260000,0.368
-343200000,0.31
-343140000,0.284
-343080000,0.304
-343020000,0.288
-342960000,0.306
-342900000,0.35
-342840000,0.416
-342780000,0.392
-342720000,0.348
-342660000,0.312
-342600000,0.328
-342540000,0.308
-342480000,0.328
-342420000,0.308
-342360000,0.326
-342300000,0.306
-342240000,0.324
-342180000,0.304
-342120000,0.31
-342060000,0.206
-342000000,0.224
-341940000,0.206
-341880000,0.224
-341820000,0.206
-341760000,0.224
-341700000,0.206
-341640000,0.222
-341580000,0.204
-341520000,0.224
-341460000,0.216
-341400000,0.29
-341340000,0.302
-341280000,0.282
-341220000,0.302
-341160000,0.282
-341100000,0.298
-341040000,0.28
-340980000,0.298
-340920000,0.268
-340860000,0.228
-340800000,0.21
-340740000,0.228
-340680000,0.208
-340620000,0.242
-340560000,0.316
-340500000,0.332
-340440000,0.31
-340380000,0.328
-340320000,0.308
-340260000,0.326
-340200000,0.304
-340140000,0.32
-340080000,0.298
-340020000,0.316
-339960000,0.298
-339900000,0.316
-339840000,0.298
-339780000,0.24
-339720000,0.202
-339660000,0.222
-339600000,0.218
-339540000,0.208
-339480000,0.222
-339420000,0.204
-339360000,0.222
-339300000,0.204
-339240000,0.222
-339180000,0.204
-339120000,0.222
-339060000,0.204
-339000000,0.316
-338940000,0.28
-338880000,0.3
-338820000,0.28
-338760000,0.3
-338700000,0.28
-338640000,0.294
-338580000,0.274
-338520000,0.258
-338460000,0.204
-338400000,0.222
-338340000,0.204
-338280000,0.286
-338220000,0.314
-338160000,0.332
-338100000,0.312
-338040000,0.33
-337980000,0.312
-337920000,0.33
-337860000,0.316
-337800000,0.322
-337740000,0.326
-337680000,0.31
-337620000,0.326
-337560000,0.306
-337500000,0.292
-337440000,0.21
-337380000,0.228
-337320000,0.208
-337260000,0.228
-337200000,0.208
-337140000,0.226
-337080000,0.208
-337020000,0.226
-336960000,0.208
-336900000,0.226
-336840000,0.206
-336780000,0.226
-336720000,0.21
-336660000,0.23
-336600000,0.264
-336540000,0.304
-336480000,0.288
-336420000,0.36
-336360000,0.372
-336300000,0.388
-336240000,1.294
-336180000,1.522
-336120000,1.474
-336060000,1.442
-336000000,1.426
-335940000,1.51
-335880000,1.53
-335820000,1.504
-335760000,1.526
-335700000,1.508
-335640000,1.52
-335580000,1.496
-335520000,1.516
-335460000,1.498
-335400000,1.518
-335340000,1.492
-335280000,1.504
-335220000,1.47
-335160000,1.428
-335100000,1.382
-335040000,1.406
-334980000,1.358
-334920000,1.336
-334860000,1.32
-334800000,1.332
-334740000,1.312
-334680000,1.326
-334620000,1.314
-334560000,0.5
-334500000,0.208
-334440000,0.228
-334380000,0.21
-334320000,0.23
-334260000,0.21
-334200000,0.23
-334140000,0.276
-334080000,0.294
-334020000,0.306
-333960000,0.286
-333900000,0.306
-333840000,0.286
-333780000,0.304
-333720000,0.284
-333660000,0.282
-333600000,0.318
-333540000,0.34
-333480000,0.316
-333420000,0.332
-333360000,0.314
-333300000,0.332
-333240000,0.31
-333180000,0.326
-333120000,0.308
-333060000,0.326
-333000000,0.306
-332940000,0.326
-332880000,0.296
-332820000,0.228
-332760000,0.212
-332700000,0.23
-332640000,0.21
-332580000,0.23
-332520000,0.208
-332460000,0.228
-332400000,0.21
-332340000,0.228
-332280000,0.222
-332220000,0.212
-332160000,0.228
-332100000,0.21
-332040000,0.23
-331980000,0.21
-331920000,0.23
-331860000,0.21
-331800000,0.228
-331740000,0.21
-331680000,0.228
-331620000,0.29
-331560000,0.304
-331500000,0.286
-331440000,0.304
-331380000,0.286
-331320000,0.362
-331260000,0.394
-331200000,0.408
-331140000,0.336
-331080000,0.332
-331020000,0.32
-330960000,0.34
-330900000,0.318
-330840000,0.334
-330780000,0.306
-330720000,0.324
-330660000,0.306
-330600000,0.326
-330540000,0.244
-330480000,0.224
-330420000,0.23
-330360000,0.212
-330300000,0.232
-330240000,0.212
-330180000,0.232
-330120000,0.216
-330060000,0.238
-330000000,0.218
-329940000,0.236
-329880000,0.216
-329820000,0.236
-329760000,0.216
-329700000,0.232
-329640000,0.21
-329580000,0.23
-329520000,0.212
-329460000,0.25
-329400000,0.228
-329340000,0.234
-329280000,0.208
-329220000,0.23
-329160000,0.216
-329100000,0.276
-329040000,0.292
-328980000,0.388
-328920000,0.404
-328860000,0.42
-328800000,0.398
-328740000,0.414
-328680000,0.392
-328620000,0.388
-328560000,0.31
-328500000,0.308
-328440000,0.306
-328380000,0.404
-328320000,0.394
-328260000,0.392
-328200000,0.302
-328140000,0.3
-328080000,0.3
-328020000,0.3
-327960000,0.3
-327900000,0.3
-327840000,0.298
-327780000,0.29
-327720000,0.288
-327660000,0.286
-327600000,0.286
-327540000,0.286
-327480000,0.286
-327420000,0.29
-327360000,0.29
-327300000,0.292
-327240000,0.29
-327180000,0.29
-327120000,0.288
-327060000,0.286
-327000000,0.284
-326940000,0.21
-326880000,0.204
-326820000,0.206
-326760000,0.206
-326700000,0.206
-326640000,0.306
-326580000,0.316
-326520000,0.338
-326460000,0.394
-326400000,0.392
-326340000,0.388
-326280000,0.384
-326220000,0.38
-326160000,0.378
-326100000,0.376
-326040000,0.374
-325980000,0.332
-325920000,0.3
-325860000,0.208
-325800000,0.204
-325740000,0.202
-325680000,0.202
-325620000,0.202
-325560000,0.202
-325500000,0.204
-325440000,0.204
-325380000,0.204
-325320000,0.204
-325260000,0.204
-325200000,0.206
-325140000,0.204
-325080000,0.204
-325020000,0.204
-324960000,0.202
-324900000,0.204
-324840000,0.204
